field_id,mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Clime,60,Well drained,25,48,2,7.9,0.11,48,9,43,1.34,25.7
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Sogn,25,Somewhat excessively drained,0,13,4,7.5,0.24,35,10,55,1.25,28.1
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Sogn,25,Somewhat excessively drained,13,18,3.5,7.5,0.15,37,9,54,1.31,29.4
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Sogn,25,Somewhat excessively drained,18,200,,,,,,,,
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Labette,5,Well drained,0,18,3,6.1,0.19,35,4,61,1.24,28.7
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Martin,5,Moderately well drained,0,20,3,6.1,0.2,34,5,61,1.36,27.1
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Labette,5,Well drained,18,33,2,6.1,0.19,38,5,57,1.34,30.4
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Martin,5,Moderately well drained,20,36,2,6.1,0.2,34,5,61,1.3,26.8
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Rock outcrop,4,,0,200,,,,,,,,
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Aquolls,1,Poorly drained,0,15,3.5,6.7,0.13,56,1,43,1.23,41.2
FIELD_0009,2668774,"Clime-Sogn complex, 3 to 20 percent slopes",Aquolls,1,Poorly drained,15,43,1.5,6.2,0.13,58,1,41,1.34,38.5
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Crete,90,Moderately well drained,0,16,3,5.7,0.21,30,7,63,1.4,20
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Crete,90,Moderately well drained,16,30,2.5,6.1,0.19,36,5,59,1.38,27
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Crete,90,Moderately well drained,30,58,1.5,6.5,0.14,47,4,49,1.33,33
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Hobbs,3,Well drained,0,18,3,6.8,0.22,25,11,64,1.3,21
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Geary,3,Well drained,0,16,3,6.1,0.22,24,16,60,1.24,19
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Geary,3,Well drained,16,30,2,6.5,0.21,32,14,54,1.28,24
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Hobbs,3,Well drained,18,61,2,6.8,0.22,24,11,65,1.28,20
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Geary,3,Well drained,30,61,0.8,6.7,0.2,33,14,53,1.39,23
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Clime,2,Well drained,0,25,3,7.5,0.16,41,5,54,1.32,22.1
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Clime,2,Well drained,25,48,2,7.9,0.11,48,9,43,1.34,25.7
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Hastings,1,Well drained,0,16,3,5.8,0.22,24,13,63,1.4,19
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Aquolls,1,Poorly drained,0,30,3,6.5,0.21,33,7,60,1.3,26
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Hastings,1,Well drained,16,25,2.5,5.9,0.22,31,10,59,1.36,23
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Hastings,1,Well drained,25,36,1.5,6.3,0.17,36,8,56,1.36,25
FIELD_0009,2668927,"Crete silty clay loam, 1 to 3 percent slopes",Aquolls,1,Poorly drained,30,116,1,7,0.14,44,4,52,1.4,28
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Geary,85,Well drained,0,20,3,6.1,0.21,24,16,60,1.24,19
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Geary,85,Well drained,20,35,2,6.5,0.2,28,14,58,1.28,23
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Crete,5,Moderately well drained,0,13,3,5.7,0.21,30,7,63,1.4,20
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Crete,5,Moderately well drained,13,25,2.5,6.1,0.19,36,5,59,1.38,27
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Crete,5,Moderately well drained,25,53,1.5,6.5,0.14,47,4,49,1.33,33
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Hobbs,4,Well drained,0,18,3,6.9,0.22,25,11,64,1.3,21
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Hobbs,4,Well drained,18,61,2,7,0.22,24,11,65,1.28,20
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Hastings,3,Well drained,0,16,3,5.8,0.22,24,13,63,1.4,19
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Hastings,3,Well drained,16,25,2.5,5.9,0.22,31,10,59,1.36,23
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Hastings,3,Well drained,25,36,1.5,6.3,0.17,36,8,56,1.36,25
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Aquolls,1,Poorly drained,0,30,3,6.5,0.21,33,7,60,1.3,26
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Kipson,1,Somewhat excessively drained,0,20,6,7.7,0.18,29,11,60,1.2,23
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Lancaster,1,Well drained,0,25,3,6,0.15,22,33,45,1.4,18
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Kipson,1,Somewhat excessively drained,20,33,3,8,0.18,30,11,59,1.28,21
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Lancaster,1,Well drained,25,40,2,6.1,0.16,24,33,43,1.45,20
FIELD_0009,2733321,"Geary silt loam, 3 to 7 percent slopes",Aquolls,1,Poorly drained,30,116,1,7,0.14,44,4,52,1.4,28
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Clarion,85,Moderately well drained,0,20,3.5,6.2,0.21,25,41,34,1.3,21.3
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Clarion,85,Moderately well drained,20,40,2.5,6.2,0.18,25,41,34,1.35,21
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Storden,5,Well drained,0,20,2.5,7.7,0.18,21,46,33,1.3,16
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Webster,5,Poorly drained,0,25,7,6.5,0.18,33,25,42,1.05,28.1
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Nicollet,5,Somewhat poorly drained,0,25,6,6.2,0.18,30,31,39,1.1,25.6
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Storden,5,Well drained,20,140,0.5,7.8,0.18,21,42,37,1.55,15.4
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Webster,5,Poorly drained,25,51,5,6.9,0.18,33,25,42,1.35,27.7
FIELD_0010,403276,"Clarion loam, 2 to 6 percent slopes",Nicollet,5,Somewhat poorly drained,25,43,4,6.2,0.18,30,31,39,1.25,25.2
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Canisteo,75,Poorly drained,0,23,7,7.5,0.18,32,30,38,1.05,25
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Canisteo,75,Poorly drained,23,41,5,7.7,0.18,32,32,36,1.35,25.5
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Okoboji,13,Very poorly drained,0,20,9,6.8,0.22,36,11,53,0.95,29.5
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Okoboji,13,Very poorly drained,20,84,6,7,0.22,36,12,52,1.3,29.2
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Webster,5,Poorly drained,0,25,7,6.5,0.18,33,25,42,1.05,28.1
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Harps,5,Poorly drained,0,20,7,7.5,0.18,32,30,38,1.05,23.5
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Harps,5,Poorly drained,20,41,5,8,0.18,32,32,36,1.35,23.2
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Webster,5,Poorly drained,25,51,5,6.9,0.18,33,25,42,1.35,27.7
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Glencoe,2,Very poorly drained,0,23,9,7,0.18,33,22,45,0.95,28.4
FIELD_0010,403308,"Canisteo clay loam, 0 to 2 percent slopes",Glencoe,2,Very poorly drained,23,99,6,7,0.18,33,26,41,1.3,27.9
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Nicollet,85,Somewhat poorly drained,0,25,6,6.2,0.18,30,31,39,1.1,25.6
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Nicollet,85,Somewhat poorly drained,25,43,4,6.2,0.18,30,31,39,1.25,25.2
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Clarion,5,Moderately well drained,0,20,3.5,6.2,0.21,25,41,34,1.3,21.3
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Okoboji,5,Very poorly drained,0,20,9,6.8,0.22,36,11,53,0.95,29.5
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Webster,5,Poorly drained,0,25,7,6.5,0.18,33,25,42,1.05,28.1
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Clarion,5,Moderately well drained,20,40,2.5,6.2,0.18,25,41,34,1.35,21
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Okoboji,5,Very poorly drained,20,84,6,7,0.22,36,12,52,1.3,29.2
FIELD_0010,403310,"Nicollet clay loam, 1 to 3 percent slopes",Webster,5,Poorly drained,25,51,5,6.9,0.18,33,25,42,1.35,27.7
FIELD_0010,403319,"Storden loam, 6 to 10 percent slopes, moderately eroded",Storden,86,Well drained,0,20,2.5,7.7,0.18,21,46,33,1.3,16
FIELD_0010,403319,"Storden loam, 6 to 10 percent slopes, moderately eroded",Storden,86,Well drained,20,140,0.5,7.8,0.18,21,42,37,1.55,15.4
FIELD_0010,403319,"Storden loam, 6 to 10 percent slopes, moderately eroded",Clarion,14,Well drained,0,20,2.5,6.2,0.18,21,46,33,1.3,18
FIELD_0010,403319,"Storden loam, 6 to 10 percent slopes, moderately eroded",Clarion,14,Well drained,20,61,0.75,6.6,0.18,23,43,34,1.4,18.6
FIELD_0011,402807,"Nevin silty clay loam, sandy substratum, 0 to 2 percent slopes",Nevin,95,Somewhat poorly drained,0,43,5,6.5,0.22,28,7.1,64.9,1.33,33
FIELD_0011,402807,"Nevin silty clay loam, sandy substratum, 0 to 2 percent slopes",Bremer,5,Very poorly drained,0,84,8,6.7,0.22,29.5,,,1.38,38.5
FIELD_0011,402811,"Muscatine silty clay loam, terrace, 0 to 2 percent slopes",Muscatine,95,Somewhat poorly drained,0,18,5,5.6,0.23,30,3,67,1.32,25.5
FIELD_0011,402811,"Muscatine silty clay loam, terrace, 0 to 2 percent slopes",Muscatine,95,Somewhat poorly drained,18,41,5,5.6,0.23,30,3,67,1.32,25.5
FIELD_0011,402811,"Muscatine silty clay loam, terrace, 0 to 2 percent slopes",Garwin,5,Poorly drained,0,20,6.5,6.5,0.22,32,2,66,1.33,27.3
FIELD_0011,402811,"Muscatine silty clay loam, terrace, 0 to 2 percent slopes",Garwin,5,Poorly drained,20,30,4.5,6.5,0.22,33,2,65,1.33,27.6
FIELD_0011,402811,"Muscatine silty clay loam, terrace, 0 to 2 percent slopes",Garwin,5,Poorly drained,30,46,3,6.5,0.21,33,2,65,1.33,27.2
FIELD_0011,402812,"Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded",Colo,90,Poorly drained,0,20,5,6.5,0.16,30,6,64,1.29,25.5
FIELD_0011,402812,"Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded",Colo,90,Poorly drained,20,36,3.5,6.5,0.17,30,6,64,1.31,25.1
FIELD_0011,402812,"Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded",Fluvaquents,10,Poorly drained,0,28,6,6.5,0.22,31.5,6.8,61.7,1.3,38.5
FIELD_0011,402812,"Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded",Fluvaquents,10,Poorly drained,28,124,3.5,6.5,0.19,32.5,6.7,60.8,1.3,38.5
FIELD_0011,402813,"Walford silt loam, terrace, 0 to 2 percent slopes",Walford,95,Poorly drained,0,20,3.5,6.3,0.19,24,4,72,1.38,20.5
FIELD_0011,402813,"Walford silt loam, terrace, 0 to 2 percent slopes",Walford,95,Poorly drained,20,56,1.75,5.9,0.2,23,5,72,1.36,19.2
FIELD_0011,402813,"Walford silt loam, terrace, 0 to 2 percent slopes",Atterberry,5,Somewhat poorly drained,0,20,3.25,6.4,0.19,24,4,72,1.37,20.5
FIELD_0011,402813,"Walford silt loam, terrace, 0 to 2 percent slopes",Atterberry,5,Somewhat poorly drained,20,35,1.75,5.6,0.2,23,5,72,1.36,19.2
FIELD_0011,402816,"Muscatine silty clay loam, 2 to 5 percent slopes",Muscatine,95,Somewhat poorly drained,0,18,5,5.6,0.23,30,3,67,1.32,25.5
FIELD_0011,402816,"Muscatine silty clay loam, 2 to 5 percent slopes",Muscatine,95,Somewhat poorly drained,18,41,5,5.6,0.23,30,3,67,1.32,25.5
FIELD_0011,402816,"Muscatine silty clay loam, 2 to 5 percent slopes",Garwin,5,Poorly drained,0,20,6.5,6.5,0.22,32,2,66,1.33,27.3
FIELD_0011,402816,"Muscatine silty clay loam, 2 to 5 percent slopes",Garwin,5,Poorly drained,20,30,4.5,6.5,0.22,33,2,65,1.33,27.6
FIELD_0011,402816,"Muscatine silty clay loam, 2 to 5 percent slopes",Garwin,5,Poorly drained,30,46,3,6.5,0.21,33,2,65,1.33,27.2
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,0,20,5,6.5,0.16,30,6,64,1.29,25.5
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,20,36,3.5,6.5,0.17,30,6,64,1.31,25.1
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Ely,40,Somewhat poorly drained,0,20,5,6.5,0.17,28,4,68,1.31,23.9
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Ely,40,Somewhat poorly drained,20,61,3.5,6.5,0.17,28,4,68,1.28,23.6
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Judson,5,Well drained,0,20,4.5,6.5,0.22,29.5,7,63.5,1.33,27.5
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Colo,5,Poorly drained,0,20,5,6.5,0.16,30,6,64,1.29,25.5
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Judson,5,Well drained,20,71,3.5,6.5,0.22,29.5,7,63.5,1.33,27.5
FIELD_0011,402817,"Colo-Ely complex, 0 to 5 percent slopes",Colo,5,Poorly drained,20,36,3.5,6.5,0.17,30,6,64,1.31,25.1
FIELD_0011,402819,"Tama silty clay loam, 2 to 5 percent slopes",Tama,95,Well drained,0,15,3.5,6.5,0.21,27,3,70,1.32,22.8
FIELD_0011,402819,"Tama silty clay loam, 2 to 5 percent slopes",Tama,95,Well drained,15,25,3,6,0.21,28,3,69,1.29,23.5
FIELD_0011,402819,"Tama silty clay loam, 2 to 5 percent slopes",Tama,95,Well drained,25,36,3,5.9,0.21,28,3,69,1.29,23.5
FIELD_0011,402819,"Tama silty clay loam, 2 to 5 percent slopes",Muscatine,5,Somewhat poorly drained,0,20,5,6.2,0.23,29,7,64,1.33,33
FIELD_0011,402819,"Tama silty clay loam, 2 to 5 percent slopes",Muscatine,5,Somewhat poorly drained,20,51,5,6.2,0.23,29,7,64,1.33,33
FIELD_0011,402824,"Atterberry silt loam, terrace, 0 to 2 percent slopes",Atterberry,95,Somewhat poorly drained,0,20,3.25,6.4,0.19,24,4,72,1.37,20.5
FIELD_0011,402824,"Atterberry silt loam, terrace, 0 to 2 percent slopes",Atterberry,95,Somewhat poorly drained,20,35,1.75,5.6,0.2,23,5,72,1.36,19.2
FIELD_0011,402824,"Atterberry silt loam, terrace, 0 to 2 percent slopes",Walford,5,Poorly drained,0,20,3.5,6.3,0.19,24,4,72,1.38,20.5
FIELD_0011,402824,"Atterberry silt loam, terrace, 0 to 2 percent slopes",Walford,5,Poorly drained,20,56,1.75,5.9,0.2,23,5,72,1.36,19.2
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,90,Poorly drained,0,20,5,6.5,0.16,30,6,64,1.29,25.5
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,90,Poorly drained,20,36,3.5,6.5,0.17,30,6,64,1.31,25.1
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Ely,5,Somewhat poorly drained,0,20,5.5,6.5,0.22,28.5,7.1,64.4,1.33,33
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,5,Poorly drained,0,18,3.9,6.1,0.22,36.3,2.4,61.3,1.43,29.7
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,5,Poorly drained,18,51,2.6,6.1,0.22,36.6,3.5,59.9,1.3,28.5
FIELD_0011,402825,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Ely,5,Somewhat poorly drained,20,81,5,6.5,0.22,28.5,7.1,64.4,1.33,33
FIELD_0011,402826,"Spillville loam, channeled, 0 to 2 percent slopes",Spillville,90,Moderately well drained,0,132,4.5,6.5,0.2,22,41.1,36.9,1.5,22.5
FIELD_0011,402826,"Spillville loam, channeled, 0 to 2 percent slopes",Fluvaquents,5,Poorly drained,0,28,6,6.5,0.22,31.5,6.8,61.7,1.3,38.5
FIELD_0011,402826,"Spillville loam, channeled, 0 to 2 percent slopes",Aquents,5,Poorly drained,0,79,1.2,7.9,0.21,21,,,1.25,22.5
FIELD_0011,402826,"Spillville loam, channeled, 0 to 2 percent slopes",Fluvaquents,5,Poorly drained,28,124,3.5,6.5,0.19,32.5,6.7,60.8,1.3,38.5
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Saude,90,Well drained,0,18,3.5,6.5,0.21,19,44,37,1.43,16.6
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Saude,90,Well drained,18,33,3,6.5,0.21,19,44,37,1.43,16.5
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Waukee,5,Well drained,0,20,3.5,6.1,0.21,21,40,39,1.38,18.2
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Lawler,5,Somewhat poorly drained,0,23,4.5,6.2,0.21,22,30,48,1.38,19.2
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Waukee,5,Well drained,20,46,2.5,6.1,0.21,21,40,39,1.38,18
FIELD_0011,402852,"Saude loam, 0 to 2 percent slopes",Lawler,5,Somewhat poorly drained,23,41,3.5,6.1,0.21,22,30,48,1.31,19
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Saude,90,Well drained,0,18,3.5,6.5,0.21,19,44,37,1.43,16.6
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Saude,90,Well drained,18,33,3,6.5,0.21,19,44,37,1.43,16.5
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Flagler,5,Somewhat excessively drained,0,20,2,5.8,0.13,12,65,23,1.53,10.8
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Waukee,5,Well drained,0,20,3.5,6.1,0.21,21,40,39,1.38,18.2
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Flagler,5,Somewhat excessively drained,20,38,1.5,5.8,0.13,12,65,23,1.53,10.6
FIELD_0011,402853,"Saude loam, 2 to 5 percent slopes",Waukee,5,Well drained,20,46,2.5,6.1,0.21,21,40,39,1.38,18
FIELD_0011,402854,"Saude loam, 5 to 9 percent slopes",Saude,90,Well drained,0,18,3.5,6.5,0.21,19,44,37,1.43,16.6
FIELD_0011,402854,"Saude loam, 5 to 9 percent slopes",Saude,90,Well drained,18,33,3,6.5,0.21,19,44,37,1.43,16.5
FIELD_0011,402854,"Saude loam, 5 to 9 percent slopes",Flagler,10,Somewhat excessively drained,0,20,2,5.8,0.13,12,65,23,1.53,10.8
FIELD_0011,402854,"Saude loam, 5 to 9 percent slopes",Flagler,10,Somewhat excessively drained,20,38,1.5,5.8,0.13,12,65,23,1.53,10.6
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Waukee,90,Well drained,0,20,3.5,6.1,0.21,21,40,39,1.33,18.2
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Waukee,90,Well drained,20,46,2.5,6.1,0.21,21,40,39,1.39,18
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Lawler,5,Somewhat poorly drained,0,23,4.5,6.2,0.21,22,30,48,1.38,19.2
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Saude,5,Well drained,0,18,3.5,6.5,0.21,19,44,37,1.43,16.6
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Saude,5,Well drained,18,33,3,6.5,0.21,19,44,37,1.43,16.5
FIELD_0011,402855,"Waukee loam, 0 to 2 percent slopes",Lawler,5,Somewhat poorly drained,23,41,3.5,6.1,0.21,22,30,48,1.31,19
FIELD_0011,402856,"Waukee loam, 2 to 5 percent slopes",Waukee,95,Well drained,0,20,3.5,6.1,0.21,21,40,39,1.33,18.2
FIELD_0011,402856,"Waukee loam, 2 to 5 percent slopes",Waukee,95,Well drained,20,46,2.5,6.1,0.21,21,40,39,1.39,18
FIELD_0011,402856,"Waukee loam, 2 to 5 percent slopes",Saude,5,Well drained,0,18,3.5,6.5,0.21,19,44,37,1.43,16.6
FIELD_0011,402856,"Waukee loam, 2 to 5 percent slopes",Saude,5,Well drained,18,33,3,6.5,0.21,19,44,37,1.43,16.5
FIELD_0011,402857,"Klinger silty clay loam, 1 to 4 percent slopes",Klinger,95,Somewhat poorly drained,0,20,5,6.2,0.23,28,10,62,1.32,23.9
FIELD_0011,402857,"Klinger silty clay loam, 1 to 4 percent slopes",Klinger,95,Somewhat poorly drained,20,36,4,6.2,0.23,28,10,62,1.32,23.7
FIELD_0011,402857,"Klinger silty clay loam, 1 to 4 percent slopes",Maxfield,5,Poorly drained,0,31,7,6.8,0.22,28,7,65,1.2,24.2
FIELD_0011,402858,"Floyd loam, 1 to 4 percent slopes",Floyd,95,Somewhat poorly drained,0,41,4,6.7,0.21,23,30,47,1.35,21
FIELD_0011,402858,"Floyd loam, 1 to 4 percent slopes",Clyde,5,Poorly drained,0,43,7.5,6.7,0.22,30,18,52,1.35,25.9
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Klossner,90,Very poorly drained,0,25,75,,0.38,,,,0.26,161.6
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Klossner,90,Very poorly drained,25,66,80,,0.42,,,,0.23,174.2
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Clyde,5,Poorly drained,0,15,75,,0.38,,,,0.25,161.6
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Houghton,5,Very poorly drained,0,30,75,,0.38,,,,0.26,161.6
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Clyde,5,Poorly drained,15,43,12,6.7,0.16,25,30,45,1.14,21.9
FIELD_0011,402862,"Klossner muck, 1 to 4 percent slopes",Houghton,5,Very poorly drained,30,90,80,,0.42,,,,0.23,174.2
FIELD_0011,402866,"Burkhardt sandy loam, 2 to 9 percent slopes",Burkhardt,100,Somewhat excessively drained,0,28,2,5.8,0.13,9,67.4,23.6,1.45,17.5
FIELD_0011,402866,"Burkhardt sandy loam, 2 to 9 percent slopes",Burkhardt,100,Somewhat excessively drained,28,38,0.75,5.8,0.15,13,67.4,19.6,1.6,9.5
FIELD_0011,402867,"Atterberry silt loam, 1 to 3 percent slopes",Atterberry,95,Somewhat poorly drained,0,20,3.25,6.4,0.19,24,4,72,1.37,20.5
FIELD_0011,402867,"Atterberry silt loam, 1 to 3 percent slopes",Atterberry,95,Somewhat poorly drained,20,35,1.75,5.6,0.2,23,5,72,1.36,19.2
FIELD_0011,402867,"Atterberry silt loam, 1 to 3 percent slopes",Walford,5,Poorly drained,0,20,3.5,6.3,0.19,24,4,72,1.38,20.5
FIELD_0011,402867,"Atterberry silt loam, 1 to 3 percent slopes",Walford,5,Poorly drained,20,56,1.75,5.9,0.2,23,5,72,1.36,19.2
FIELD_0011,402875,"Waukegan silt loam, 0 to 2 percent slopes",Waukegan,100,Well drained,0,33,4,6.5,0.23,22.5,9.5,68,1.45,22.5
FIELD_0011,402876,"Waukegan silt loam, 2 to 5 percent slopes",Waukegan,100,Well drained,0,33,3.5,6.5,0.23,22.5,9.5,68,1.45,22.5
FIELD_0011,402877,"Whittier silt loam, 1 to 4 percent slopes",Whittier,100,Well drained,0,18,3.5,6.5,0.21,22,11.2,66.8,1.28,22.5
FIELD_0011,402877,"Whittier silt loam, 1 to 4 percent slopes",Whittier,100,Well drained,18,68,0.75,6.2,0.18,30,6.9,63.1,1.35,22.5
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Dinsdale,90,Moderately well drained,0,18,3.5,6.4,0.18,28,8,64,1.36,23.6
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Dinsdale,90,Moderately well drained,18,30,2.5,6.2,0.18,29,7,64,1.31,24
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Dinsdale,90,Moderately well drained,30,48,1.5,6.2,0.18,29,7,64,1.34,23.6
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Kenyon,5,Moderately well drained,0,23,2.9,5.8,0.19,21,36,43,1.28,18.1
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Kenyon,5,Moderately well drained,23,36,2.8,5.5,0.19,21,33,46,1.55,18
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Klinger,3,Somewhat poorly drained,0,20,5,6.2,0.23,28,10,62,1.32,23.9
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Klinger,3,Somewhat poorly drained,20,36,4,6.2,0.23,28,10,62,1.32,23.7
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Olin,2,Well drained,0,20,2,6.5,0.15,15,65,20,1.48,13.2
FIELD_0011,402878,"Dinsdale silty clay loam, 2 to 5 percent slopes",Olin,2,Well drained,20,48,1.5,6.5,0.14,15,66,19,1.48,13
FIELD_0011,402879,"Dinsdale silty clay loam, 5 to 9 percent slopes",Dinsdale,90,Moderately well drained,0,18,3.5,6.4,0.18,28,8,64,1.36,23.6
FIELD_0011,402879,"Dinsdale silty clay loam, 5 to 9 percent slopes",Dinsdale,90,Moderately well drained,18,30,2.5,6.2,0.18,29,7,64,1.31,24
