field_id,mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Ipage,30,Moderately well drained,10,38,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Tryon,5,Poorly drained,0,18,2,6.8,0.11,7,86,7,1.51,6
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Tryon,5,Poorly drained,18,64,0.75,6,0.09,7,86,7,1.54,5.6
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Loup,3,Poorly drained,0,25,6,6.7,0.17,9,64,27,1.4,10.4
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Loup,3,Poorly drained,25,38,0.75,6.7,0.07,4,95,1,1.7,4.4
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Marlake,2,Very poorly drained,0,5,70,5.8,,0,0,0,0.26,98.4
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Marlake,2,Very poorly drained,5,23,6,6.4,0.17,14,66,20,1.5,12
FIELD_0042,100236,"Els-Ipage complex, 0 to 3 percent slopes",Marlake,2,Very poorly drained,23,41,0.75,6.7,0.11,6,87,7,1.5,4.9
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Els,40,Somewhat poorly drained,0,15,1.75,6.5,0.11,6.5,84.3,9.2,1.58,7.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Els,40,Somewhat poorly drained,15,30,0.25,6.7,0.07,4,95.4,0.6,1.55,2.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Els,40,Somewhat poorly drained,30,152,0.25,7,0.06,4,95.4,0.6,1.55,2.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Ipage,30,Moderately well drained,0,20,1.25,6.2,0.11,6.5,84.3,9.2,1.45,7.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Ipage,30,Moderately well drained,20,152,0.25,6.2,0.07,4.5,94.9,0.6,1.55,2.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Tryon,25,Poorly drained,0,8,6,7,0.11,6.5,84.3,9.2,1.5,17.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Tryon,25,Poorly drained,8,152,0.75,6.7,0.07,4,80,16,1.6,3
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Tryon,3,Very poorly drained,0,15,6,7,0.11,6.5,86.8,6.7,1.5,17.5
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Tryon,3,Very poorly drained,15,152,0.75,6.7,0.07,4,95.4,0.6,1.6,3
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Marlake,2,Very poorly drained,0,5,,,,,,,,
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Marlake,2,Very poorly drained,5,23,6,7.3,0.17,14,66.1,19.9,1.45,15
FIELD_0042,100237,"Els-Ipage-Tryon loamy sands, 0 to 6 percent slopes",Marlake,2,Very poorly drained,23,41,0.75,7,0.09,5.5,78.2,16.3,1.55,5
FIELD_0042,100241,"Jansen loamy sand, 0 to 2 percent slopes",Jansen,100,Well drained,0,28,1.5,6.2,0.1,5,79.2,15.8,1.65,5
FIELD_0042,100241,"Jansen loamy sand, 0 to 2 percent slopes",Jansen,100,Well drained,28,61,1.25,6.2,0.17,28,34.4,37.6,1.4,18.5
FIELD_0042,100248,"Oneill sandy loam, 0 to 2 percent slopes",Oneill,99,Well drained,0,18,2,5.8,0.13,9.5,68.5,22,1.7,15
FIELD_0042,100248,"Oneill sandy loam, 0 to 2 percent slopes",Oneill,99,Well drained,18,81,0.75,6.5,0.13,12,68.3,19.7,1.7,10
FIELD_0042,100248,"Oneill sandy loam, 0 to 2 percent slopes",Wt at 0-1 foot,1,Poorly drained,0,203,,,,,,,,
FIELD_0042,100249,"Oneill sandy loam, 2 to 6 percent slopes",Oneill,100,Well drained,0,18,2,5.8,0.13,9.5,68.5,22,1.7,15
FIELD_0042,100249,"Oneill sandy loam, 2 to 6 percent slopes",Oneill,100,Well drained,18,81,0.75,6.5,0.13,12,68.3,19.7,1.7,10
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Pivot,65,Somewhat excessively drained,0,41,1.5,6.5,0.11,7,84,9,1.5,7.3
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Simeon,20,Excessively drained,0,13,0.75,7,0.09,6,92,2,1.5,2.5
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Simeon,20,Excessively drained,13,200,0.25,7,0.08,6,92,2,1.7,2.5
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Meadin,10,Excessively drained,0,25,1.5,5.8,0.12,10,61,29,1.46,9.7
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Meadin,10,Excessively drained,25,38,0.7,6.4,0.09,8,76,16,1.56,7.4
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Oneill,4,Well drained,0,28,2.5,5.8,0.12,12,65,23,1.35,10.9
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Oneill,4,Well drained,28,66,0.75,6.5,0.13,13,70,17,1.6,11.1
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Scott,1,Very poorly drained,0,20,3,5.8,0.23,21,26,53,1.33,25
FIELD_0042,100252,"Pivot loamy sand, 0 to 3 percent slopes",Scott,1,Very poorly drained,20,122,1.5,6.7,0.12,47,6,47,1.3,27.5
FIELD_0042,100253,"Pivot-Valentine complex, 0 to 9 percent slopes",Pivot,65,Somewhat excessively drained,0,28,1.5,6.5,0.11,7.5,83.5,9,1.5,6.5
FIELD_0042,100253,"Pivot-Valentine complex, 0 to 9 percent slopes",Pivot,65,Somewhat excessively drained,28,61,0.75,6.5,0.1,6,92.1,1.9,1.55,4.5
FIELD_0042,100253,"Pivot-Valentine complex, 0 to 9 percent slopes",Valentine,34,Excessively drained,0,23,0.75,6.5,0.08,3,96.3,0.7,1.5,3
FIELD_0042,100253,"Pivot-Valentine complex, 0 to 9 percent slopes",Valentine,34,Excessively drained,23,152,0.25,6.5,0.06,3,96.3,0.7,1.7,2.5
FIELD_0042,100253,"Pivot-Valentine complex, 0 to 9 percent slopes",Wt at 0-1 foot,1,Poorly drained,0,203,,,,,,,,
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Simeon,90,Excessively drained,0,13,0.75,6,0.09,5,85,10,1.57,4.2
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Simeon,90,Excessively drained,13,200,0.25,6.3,0.08,6,92,2,1.64,4.5
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Pivot,5,Somewhat excessively drained,0,41,1.5,5.9,0.11,7,84,9,1.6,7.3
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Valentine,5,Excessively drained,0,13,0.75,6.5,0.08,3,94,3,1.59,2.7
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Valentine,5,Excessively drained,13,30,0.5,6.5,0.07,3,95,2,1.57,2.6
FIELD_0042,100254,"Simeon loamy sand, 0 to 3 percent slopes",Valentine,5,Excessively drained,30,200,0.25,6.5,0.06,3,96,1,1.59,2.4
FIELD_0042,100255,"Simeon-Meadin complex, 0 to 9 percent slopes",Simeon,55,Excessively drained,0,15,0.75,7,0.11,8.5,82.5,9,1.4,2.5
FIELD_0042,100255,"Simeon-Meadin complex, 0 to 9 percent slopes",Simeon,55,Excessively drained,15,152,0.25,7,0.08,6,92.1,1.9,1.6,2.5
FIELD_0042,100255,"Simeon-Meadin complex, 0 to 9 percent slopes",Meadin,44,Excessively drained,0,23,1.5,6.2,0.16,8.5,67.8,23.7,1.55,15
FIELD_0042,100255,"Simeon-Meadin complex, 0 to 9 percent slopes",Meadin,44,Excessively drained,23,152,0.25,6.7,0.04,3.5,90.1,6.4,1.6,2.5
FIELD_0042,100255,"Simeon-Meadin complex, 0 to 9 percent slopes",Wt at 0-1 foot,1,Poorly drained,0,203,,,,,,,,
FIELD_0042,100256,"Simeon-Valentine sands, 11 to 60 percent slopes, eroded",Simeon,60,Excessively drained,0,20,0.75,7,0.09,6.5,91.6,1.9,1.4,2.5
FIELD_0042,100256,"Simeon-Valentine sands, 11 to 60 percent slopes, eroded",Simeon,60,Excessively drained,20,152,0.25,7,0.08,6,92.1,1.9,1.6,2.5
FIELD_0042,100256,"Simeon-Valentine sands, 11 to 60 percent slopes, eroded",Valentine,39,Excessively drained,0,23,0.75,6.5,0.08,3,95.5,1.5,1.5,3
FIELD_0042,100256,"Simeon-Valentine sands, 11 to 60 percent slopes, eroded",Valentine,39,Excessively drained,23,152,0.25,6.5,0.06,3,96.3,0.7,1.7,2.5
FIELD_0042,100256,"Simeon-Valentine sands, 11 to 60 percent slopes, eroded",Wt at 0-1 foot,1,Poorly drained,0,203,,,,,,,,
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Tryon,90,Poorly drained,0,18,2,6.8,0.11,7,86,7,1.51,6
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Tryon,90,Poorly drained,18,64,0.75,6,0.09,7,86,7,1.54,5.6
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Elsmere,4,Somewhat poorly drained,0,36,2,6.7,0.11,6,87,7,1.45,6.7
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Marlake,3,Very poorly drained,0,5,70,5.8,,0,0,0,0.26,98.4
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Els,3,Somewhat poorly drained,0,15,0.75,6.5,0.08,8,84,8,1.55,6.3
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Marlake,3,Very poorly drained,5,23,6,6.4,0.17,14,66,20,1.5,12
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Els,3,Somewhat poorly drained,15,41,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100258,"Tryon loamy fine sand, 0 to 3 percent slopes",Marlake,3,Very poorly drained,23,41,0.75,6.7,0.11,6,87,7,1.5,4.9
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Tryon,90,Very poorly drained,0,18,2,6.8,0.11,7,86,7,1.51,6
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Tryon,90,Very poorly drained,18,64,0.75,6,0.09,7,86,7,1.54,5.6
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Marlake,5,Very poorly drained,0,5,70,5.8,,0,0,0,0.26,98.4
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Marlake,5,Very poorly drained,5,23,6,6.4,0.17,14,66,20,1.5,12
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Marlake,5,Very poorly drained,23,41,0.75,6.7,0.11,6,87,7,1.5,4.9
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Elsmere,3,Somewhat poorly drained,0,36,2,6.7,0.11,6,87,7,1.45,6.7
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Els,2,Somewhat poorly drained,0,15,0.75,6.5,0.08,8,84,8,1.55,6.3
FIELD_0042,100259,"Tryon loamy fine sand, frequently ponded, 0 to 3 percent slopes",Els,2,Somewhat poorly drained,15,41,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Els,50,Somewhat poorly drained,0,15,0.75,6.5,0.08,8,84,8,1.55,6.3
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Els,50,Somewhat poorly drained,15,41,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Tryon,40,Very poorly drained,0,18,2,6.8,0.11,7,86,7,1.51,6
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Tryon,40,Very poorly drained,18,64,0.75,6,0.09,7,86,7,1.54,5.6
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Ipage,5,Moderately well drained,0,10,0.75,6.5,0.08,2,96,2,1.54,1.9
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Ipage,5,Moderately well drained,10,38,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Valentine,4,Excessively drained,0,18,0.75,6.5,0.08,4,93,3,1.54,3.4
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Valentine,4,Excessively drained,18,36,0.75,6.5,0.11,6,87,7,1.58,4.9
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Marlake,1,Very poorly drained,0,5,70,5.8,0.11,0,0,0,0.26,98.4
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Marlake,1,Very poorly drained,5,23,6,6.4,0.17,14,66,20,1.5,12
FIELD_0042,100260,"Els-Tryon complex, 0 to 3 percent slopes",Marlake,1,Very poorly drained,23,41,0.75,6.7,0.11,6,87,7,1.5,4.9
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Valentine,60,Excessively drained,0,18,0.75,6.5,0.08,4,93,3,1.54,3.4
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Valentine,60,Excessively drained,18,36,0.75,6.5,0.11,6,87,7,1.58,4.9
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Els,30,Somewhat poorly drained,0,15,1.75,6.5,0.1,4,95,1,1.65,3.7
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Els,30,Somewhat poorly drained,15,89,0.25,6.7,0.07,4,95,1,1.55,3.1
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Ipage,5,Moderately well drained,0,10,0.75,6.5,0.08,2,96,2,1.54,1.9
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Ipage,5,Moderately well drained,10,38,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Loup,3,Poorly drained,0,25,6,6.7,0.17,9,64,27,1.4,10.4
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Loup,3,Poorly drained,25,38,0.75,6.7,0.07,4,95,1,1.7,4.4
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Marlake,2,Very poorly drained,0,5,70,5.8,0.11,0,0,0,0.26,98.4
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Marlake,2,Very poorly drained,5,23,6,6.4,0.17,14,66,20,1.5,12
FIELD_0042,100268,"Valentine-Els complex, moist, 0 to 9 percent slopes",Marlake,2,Very poorly drained,23,41,0.75,6.7,0.11,6,87,7,1.5,4.9
FIELD_0042,100269,"Vetal loam, 1 to 3 percent slopes",Vetal,90,Well drained,0,86,2,6.7,0.19,14,45,41,1.4,13
FIELD_0042,100269,"Vetal loam, 1 to 3 percent slopes",Dunday,8,Somewhat excessively drained,0,46,1.5,6.7,0.11,6,85,9,1.58,6.5
FIELD_0042,100269,"Vetal loam, 1 to 3 percent slopes",Loup,2,Poorly drained,0,25,6,6.7,0.17,9,64,27,1.35,10.4
FIELD_0042,100269,"Vetal loam, 1 to 3 percent slopes",Loup,2,Poorly drained,25,38,0.75,6.7,0.07,4,95,1,1.57,4.4
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,85,Excessively drained,0,13,0.75,6.5,0.08,3,94,3,1.59,2.7
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,85,Excessively drained,13,30,0.5,6.5,0.07,3,95,2,1.58,2.6
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,85,Excessively drained,30,200,0.25,6.5,0.06,3,96,1,1.58,2.4
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,5,Excessively drained,0,200,0.25,6.5,0.06,3.1,96,0.9,1.58,2.5
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,5,Excessively drained,0,10,0.75,6.5,0.08,4,93,3,1.58,3.4
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Valentine,5,Excessively drained,10,51,0.5,6.5,0.07,3,95,2,1.58,2.6
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Hersh,2,Well drained,0,18,1.25,7.2,0.17,14,66,20,1.46,12.1
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Dunday,2,Somewhat excessively drained,0,46,1.5,6.7,0.11,6,85,9,1.58,6.5
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Hersh,2,Well drained,18,33,0.75,6.7,0.17,13,67,20,1.48,11.1
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Ipage,1,Moderately well drained,0,10,0.75,6.5,0.08,3,94,3,1.55,2.7
FIELD_0042,2738684,"Valentine fine sand, rolling, 9 to 24 percent slopes, moist",Ipage,1,Moderately well drained,10,38,0.5,6.5,0.07,2,95,3,1.58,1.8
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Valentine,90,Excessively drained,0,18,0.75,6.5,0.08,4,93,3,1.54,3.4
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Valentine,90,Excessively drained,18,36,0.75,6.5,0.11,6,87,7,1.58,4.9
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Els,4,Somewhat poorly drained,0,15,0.75,6.5,0.08,2,96,2,1.55,1.9
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Hersh,4,Well drained,0,18,1.25,7.2,0.17,14,66,20,1.46,12.1
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Els,4,Somewhat poorly drained,15,41,0.5,6.5,0.07,2,96,2,1.56,1.8
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Hersh,4,Well drained,18,33,0.75,6.7,0.17,10,70,20,1.48,8.8
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Tryon,2,Very poorly drained,0,18,2,6.8,0.11,7,86,7,1.51,6
FIELD_0042,2738748,"Valentine fine sand, 3 to 9 percent slopes, moist",Tryon,2,Very poorly drained,18,64,0.75,6,0.09,7,86,7,1.54,5.6
FIELD_0043,1150182,"Bankard loamy sand, occasionally flooded",Bankard,100,Somewhat excessively drained,0,13,1,7.9,0.13,6,84.9,9.1,1.88,4
FIELD_0043,1150182,"Bankard loamy sand, occasionally flooded",Bankard,100,Somewhat excessively drained,13,152,0.25,8.2,0.11,5,64.3,30.7,1.93,3.5
FIELD_0043,1150184,"Bridgeport loam, occasionally flooded",Bridgeport,96,Well drained,0,33,2.5,7.6,0.17,22,37,41,1.36,18
FIELD_0043,1150184,"Bridgeport loam, occasionally flooded",Caruso,2,Somewhat poorly drained,0,41,2.2,8,0.2,22,38,40,1.44,16.3
FIELD_0043,1150184,"Bridgeport loam, occasionally flooded",Bankard,2,Somewhat excessively drained,0,5,1,7.9,0.12,15,66,19,1.53,11.1
FIELD_0043,1150184,"Bridgeport loam, occasionally flooded",Bankard,2,Somewhat excessively drained,5,23,0.75,7.9,0.11,10,78,12,1.57,7.6
FIELD_0043,1150184,"Bridgeport loam, occasionally flooded",Bankard,2,Somewhat excessively drained,23,43,0.5,7.9,0.1,5,79,16,1.6,4
FIELD_0043,1150185,"Bridgeport silt loam, 2 to 5 percent slopes",Bridgeport,100,Well drained,0,16,2.5,7.5,0.2,21,11,68,1.38,17.2
FIELD_0043,1150185,"Bridgeport silt loam, 2 to 5 percent slopes",Bridgeport,100,Well drained,16,25,2,7.5,0.2,21,11,68,1.29,17
FIELD_0043,1150185,"Bridgeport silt loam, 2 to 5 percent slopes",Bridgeport,100,Well drained,25,63,0.5,7.9,0.2,24,9,67,1.37,16.2
FIELD_0043,1150186,"Bridgeport silt loam, rarely flooded",Bridgeport,95,Well drained,0,16,3,7.9,0.22,21,10,69,1.38,17.3
FIELD_0043,1150186,"Bridgeport silt loam, rarely flooded",Bridgeport,95,Well drained,16,33,2,7.9,0.22,21,10,69,1.29,17
FIELD_0043,1150186,"Bridgeport silt loam, rarely flooded",Munjor,5,Well drained,0,16,1,7.9,0.11,12,63,25,1.56,9.7
FIELD_0043,1150186,"Bridgeport silt loam, rarely flooded",Munjor,5,Well drained,16,38,0.8,7.9,0.12,10,65,25,1.54,8
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Bridgeport,55,Well drained,0,33,2.5,8.2,0.22,23,10,67,1.31,18.7
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Arvada,40,Well drained,0,8,2,7.6,0.17,25,39,36,1.41,20.5
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Arvada,40,Well drained,8,22,1.5,8.7,0.17,35,16,49,1.39,27.2
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Arvada,40,Well drained,22,56,1,8.7,0.12,39,10,51,1.4,22.1
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Limon,5,Well drained,0,15,0.75,8.2,0.12,48,5,47,1.34,34.8
FIELD_0043,1150187,"Bridgeport-Arvada complex, rarely flooded",Limon,5,Well drained,15,51,0.5,8.2,0.11,50,7,43,1.41,34.1
FIELD_0043,1150189,"Caruso loam, occasionally flooded",Caruso,97,Somewhat poorly drained,0,41,2.2,8,0.2,22,38,40,1.35,17.5
FIELD_0043,1150189,"Caruso loam, occasionally flooded",Loveland,3,Poorly drained,0,25,2.5,8.2,0.16,35,35,30,1.42,28
FIELD_0043,1150189,"Caruso loam, occasionally flooded",Loveland,3,Poorly drained,25,36,2,8.2,0.16,35,35,30,1.4,27.7
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Colby,95,Well drained,0,13,1,7.9,0.21,21,11,68,1.25,15.1
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Colby,95,Well drained,13,38,0.3,7.9,0.21,21,19,60,1.33,13.7
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Ulysses,3,Well drained,0,28,2,7.2,0.21,19,12,69,1.2,16.3
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Ulysses,3,Well drained,28,51,0.7,7.9,0.22,26,9,65,1.3,19.3
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Goshen,1,Well drained,0,34,2,7,0.18,21,11,68,1.2,17.9
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Pleasant,1,Moderately well drained,0,15,2.2,6.7,0.17,34,18,48,1.3,26.9
FIELD_0043,1150190,"Colby silt loam, 3 to 6 percent slopes",Pleasant,1,Moderately well drained,15,70,1.5,7.3,0.1,42,8,50,1.2,31.8
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Colby,88,Well drained,0,13,1.25,7.9,0.22,21,11,68,1.25,15.2
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Colby,88,Well drained,13,51,0.75,7.9,0.22,21,9,70,1.33,14.2
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Bridgeport,8,Well drained,0,16,3,7.9,0.22,21,10,69,1.38,17.3
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Bridgeport,8,Well drained,16,33,2,7.9,0.22,21,10,69,1.29,17
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Ulysses,3,Well drained,0,20,2,7.2,0.22,20,14,66,1.2,16.3
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Ulysses,3,Well drained,20,48,0.9,7.9,0.2,24,14,62,1.27,16.9
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Pleasant,1,Moderately well drained,0,15,2.2,6.7,0.17,34,18,48,1.3,26.9
FIELD_0043,1150191,"Colby silt loam, 6 to 15 percent slopes",Pleasant,1,Moderately well drained,15,70,1.5,7.3,0.1,42,8,50,1.2,31.8
FIELD_0043,1150194,"Glenberg fine sandy loam, rarely flooded",Glenberg,90,Well drained,0,20,0.75,7.9,0.14,15,66,19,1.48,11.9
FIELD_0043,1150194,"Glenberg fine sandy loam, rarely flooded",Glenberg,90,Well drained,20,200,0.5,8.2,0.14,7,78,15,1.48,3.8
FIELD_0043,1150194,"Glenberg fine sandy loam, rarely flooded",Happyditch,5,Well drained,0,46,0.75,7.9,0.07,6,85,9,1.7,3.4
FIELD_0043,1150194,"Glenberg fine sandy loam, rarely flooded",Bridgeport,5,Well drained,0,33,2,7.9,0.2,21,10,69,1.29,17
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Keith,95,Well drained,0,25,2,7,0.21,21,11,68,1.25,17.8
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Keith,95,Well drained,25,42,1.5,7.5,0.21,28,9,63,1.15,22.8
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Lodgepole,3,Somewhat poorly drained,0,13,3,6.3,0.21,35,7,58,1.15,27.8
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Lodgepole,3,Somewhat poorly drained,13,23,2,6.6,0.16,41,17,42,1.3,31.4
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Lodgepole,3,Somewhat poorly drained,23,97,1.5,7.1,0.13,45,12,43,1.3,33.8
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Pleasant,2,Moderately well drained,0,23,2.4,6.7,0.22,32,13,55,1.29,25.4
FIELD_0043,1150197,"Keith silt loam, 0 to 1 percent slopes",Pleasant,2,Moderately well drained,23,102,1.6,7.3,0.15,41,9,50,1.2,31
FIELD_0043,1150198,"Kim-Otero complex, 6 to 25 percent slopes",Kim,70,Well drained,0,15,1,7.9,0.17,21,41.6,37.4,1.35,11.5
FIELD_0043,1150198,"Kim-Otero complex, 6 to 25 percent slopes",Kim,70,Well drained,15,152,0.25,8.2,0.16,27.5,34.7,37.8,1.45,14.5
FIELD_0043,1150198,"Kim-Otero complex, 6 to 25 percent slopes",Otero,29,Well drained,0,13,1.25,7.9,0.12,15,65.9,19.1,1.43,8.5
FIELD_0043,1150198,"Kim-Otero complex, 6 to 25 percent slopes",Otero,29,Well drained,13,152,0.5,7.9,0.1,11.5,65.3,23.2,1.48,6.5
FIELD_0043,1150198,"Kim-Otero complex, 6 to 25 percent slopes",Aquolls,1,Poorly drained,0,152,,,,,,,,
FIELD_0043,1150204,"Midway clay, 7 to 30 percent slopes",Midway,99,Well drained,0,10,1.25,7.5,0.16,50,22.1,27.9,1.3,26.5
